,name,raw_org,raw_dest,p,best_h
271,N_50_PL_0.25_R_0.5_V_12,"21, 35, 41, 0, 25, 15, 14, 41, 0, 0, 0, 0, 26, 0, 33, 14, 27, 0, 39, 40, 0, 41, 31, 13, 11, 11, 1, 0, 0, 41, 0, 27, 0, 21, 1, 0, 0, 18, 11, 30, 0, 0, 38, 0, 0, 35, 41, 41, 10, 0","41, 0, 1, 3, 0, 0, 41, 36, 9, 24, 15, 33, 0, 8, 0, 0, 0, 34, 0, 0, 32, 35, 0, 0, 0, 41, 0, 10, 5, 11, 36, 0, 39, 0, 41, 16, 35, 0, 41, 0, 32, 31, 0, 25, 24, 41, 37, 30, 0, 31",20,0
272,N_50_PL_0.25_R_0.5_V_13,"0, 41, 8, 41, 0, 0, 24, 0, 0, 18, 36, 0, 0, 6, 0, 30, 0, 0, 0, 26, 39, 9, 23, 19, 0, 0, 0, 25, 13, 28, 19, 0, 35, 40, 21, 11, 0, 13, 0, 0, 26, 12, 0, 41, 6, 0, 13, 0, 41, 12","13, 34, 41, 34, 28, 2, 0, 35, 29, 41, 41, 28, 39, 0, 1, 0, 7, 13, 34, 0, 0, 0, 41, 0, 20, 20, 37, 0, 41, 0, 41, 28, 41, 0, 41, 0, 26, 0, 17, 4, 0, 0, 23, 23, 0, 21, 0, 14, 9, 0",1,0
273,N_50_PL_0.25_R_0.5_V_13,"0, 41, 8, 41, 0, 0, 24, 0, 0, 18, 36, 0, 0, 6, 0, 30, 0, 0, 0, 26, 39, 9, 23, 19, 0, 0, 0, 25, 13, 28, 19, 0, 35, 40, 21, 11, 0, 13, 0, 0, 26, 12, 0, 41, 6, 0, 13, 0, 41, 12","13, 34, 41, 34, 28, 2, 0, 35, 29, 41, 41, 28, 39, 0, 1, 0, 7, 13, 34, 0, 0, 0, 41, 0, 20, 20, 37, 0, 41, 0, 41, 28, 41, 0, 41, 0, 26, 0, 17, 4, 0, 0, 23, 23, 0, 21, 0, 14, 9, 0",5,0
274,N_50_PL_0.25_R_0.5_V_13,"0, 41, 8, 41, 0, 0, 24, 0, 0, 18, 36, 0, 0, 6, 0, 30, 0, 0, 0, 26, 39, 9, 23, 19, 0, 0, 0, 25, 13, 28, 19, 0, 35, 40, 21, 11, 0, 13, 0, 0, 26, 12, 0, 41, 6, 0, 13, 0, 41, 12","13, 34, 41, 34, 28, 2, 0, 35, 29, 41, 41, 28, 39, 0, 1, 0, 7, 13, 34, 0, 0, 0, 41, 0, 20, 20, 37, 0, 41, 0, 41, 28, 41, 0, 41, 0, 26, 0, 17, 4, 0, 0, 23, 23, 0, 21, 0, 14, 9, 0",10,0
275,N_50_PL_0.25_R_0.5_V_13,"0, 41, 8, 41, 0, 0, 24, 0, 0, 18, 36, 0, 0, 6, 0, 30, 0, 0, 0, 26, 39, 9, 23, 19, 0, 0, 0, 25, 13, 28, 19, 0, 35, 40, 21, 11, 0, 13, 0, 0, 26, 12, 0, 41, 6, 0, 13, 0, 41, 12","13, 34, 41, 34, 28, 2, 0, 35, 29, 41, 41, 28, 39, 0, 1, 0, 7, 13, 34, 0, 0, 0, 41, 0, 20, 20, 37, 0, 41, 0, 41, 28, 41, 0, 41, 0, 26, 0, 17, 4, 0, 0, 23, 23, 0, 21, 0, 14, 9, 0",20,0
276,N_50_PL_0.25_R_0.5_V_14,"10, 41, 39, 32, 36, 0, 26, 19, 0, 0, 0, 4, 0, 41, 21, 0, 0, 41, 0, 0, 19, 5, 0, 0, 32, 35, 41, 29, 3, 0, 6, 19, 15, 0, 39, 1, 28, 41, 0, 0, 6, 16, 31, 35, 1, 41, 0, 41, 0, 0","0, 7, 0, 0, 0, 2, 0, 0, 3, 33, 27, 0, 21, 38, 0, 12, 38, 15, 5, 25, 0, 0, 17, 14, 0, 41, 24, 41, 0, 7, 0, 0, 41, 21, 0, 0, 41, 26, 8, 24, 41, 0, 0, 0, 0, 3, 36, 36, 38, 29",1,0
277,N_50_PL_0.25_R_0.5_V_14,"10, 41, 39, 32, 36, 0, 26, 19, 0, 0, 0, 4, 0, 41, 21, 0, 0, 41, 0, 0, 19, 5, 0, 0, 32, 35, 41, 29, 3, 0, 6, 19, 15, 0, 39, 1, 28, 41, 0, 0, 6, 16, 31, 35, 1, 41, 0, 41, 0, 0","0, 7, 0, 0, 0, 2, 0, 0, 3, 33, 27, 0, 21, 38, 0, 12, 38, 15, 5, 25, 0, 0, 17, 14, 0, 41, 24, 41, 0, 7, 0, 0, 41, 21, 0, 0, 41, 26, 8, 24, 41, 0, 0, 0, 0, 3, 36, 36, 38, 29",5,0
278,N_50_PL_0.25_R_0.5_V_14,"10, 41, 39, 32, 36, 0, 26, 19, 0, 0, 0, 4, 0, 41, 21, 0, 0, 41, 0, 0, 19, 5, 0, 0, 32, 35, 41, 29, 3, 0, 6, 19, 15, 0, 39, 1, 28, 41, 0, 0, 6, 16, 31, 35, 1, 41, 0, 41, 0, 0","0, 7, 0, 0, 0, 2, 0, 0, 3, 33, 27, 0, 21, 38, 0, 12, 38, 15, 5, 25, 0, 0, 17, 14, 0, 41, 24, 41, 0, 7, 0, 0, 41, 21, 0, 0, 41, 26, 8, 24, 41, 0, 0, 0, 0, 3, 36, 36, 38, 29",10,0
279,N_50_PL_0.25_R_0.5_V_14,"10, 41, 39, 32, 36, 0, 26, 19, 0, 0, 0, 4, 0, 41, 21, 0, 0, 41, 0, 0, 19, 5, 0, 0, 32, 35, 41, 29, 3, 0, 6, 19, 15, 0, 39, 1, 28, 41, 0, 0, 6, 16, 31, 35, 1, 41, 0, 41, 0, 0","0, 7, 0, 0, 0, 2, 0, 0, 3, 33, 27, 0, 21, 38, 0, 12, 38, 15, 5, 25, 0, 0, 17, 14, 0, 41, 24, 41, 0, 7, 0, 0, 41, 21, 0, 0, 41, 26, 8, 24, 41, 0, 0, 0, 0, 3, 36, 36, 38, 29",20,0
280,N_50_PL_0.25_R_0.75_V_10,"37, 8, 41, 5, 0, 22, 25, 38, 24, 0, 0, 36, 31, 0, 0, 0, 33, 24, 0, 0, 17, 16, 14, 41, 19, 7, 4, 20, 22, 35, 14, 20, 0, 36, 8, 2, 6, 38, 2, 0, 21, 41, 5, 13, 36, 22, 35, 39, 7, 25","0, 41, 39, 0, 4, 41, 0, 0, 0, 16, 9, 41, 0, 29, 12, 28, 41, 0, 21, 3, 41, 0, 0, 20, 0, 0, 0, 0, 0, 41, 0, 0, 26, 41, 0, 41, 41, 0, 0, 31, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0",1,0
281,N_50_PL_0.25_R_0.75_V_10,"37, 8, 41, 5, 0, 22, 25, 38, 24, 0, 0, 36, 31, 0, 0, 0, 33, 24, 0, 0, 17, 16, 14, 41, 19, 7, 4, 20, 22, 35, 14, 20, 0, 36, 8, 2, 6, 38, 2, 0, 21, 41, 5, 13, 36, 22, 35, 39, 7, 25","0, 41, 39, 0, 4, 41, 0, 0, 0, 16, 9, 41, 0, 29, 12, 28, 41, 0, 21, 3, 41, 0, 0, 20, 0, 0, 0, 0, 0, 41, 0, 0, 26, 41, 0, 41, 41, 0, 0, 31, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0",5,0
282,N_50_PL_0.25_R_0.75_V_10,"37, 8, 41, 5, 0, 22, 25, 38, 24, 0, 0, 36, 31, 0, 0, 0, 33, 24, 0, 0, 17, 16, 14, 41, 19, 7, 4, 20, 22, 35, 14, 20, 0, 36, 8, 2, 6, 38, 2, 0, 21, 41, 5, 13, 36, 22, 35, 39, 7, 25","0, 41, 39, 0, 4, 41, 0, 0, 0, 16, 9, 41, 0, 29, 12, 28, 41, 0, 21, 3, 41, 0, 0, 20, 0, 0, 0, 0, 0, 41, 0, 0, 26, 41, 0, 41, 41, 0, 0, 31, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0",10,0
283,N_50_PL_0.25_R_0.75_V_10,"37, 8, 41, 5, 0, 22, 25, 38, 24, 0, 0, 36, 31, 0, 0, 0, 33, 24, 0, 0, 17, 16, 14, 41, 19, 7, 4, 20, 22, 35, 14, 20, 0, 36, 8, 2, 6, 38, 2, 0, 21, 41, 5, 13, 36, 22, 35, 39, 7, 25","0, 41, 39, 0, 4, 41, 0, 0, 0, 16, 9, 41, 0, 29, 12, 28, 41, 0, 21, 3, 41, 0, 0, 20, 0, 0, 0, 0, 0, 41, 0, 0, 26, 41, 0, 41, 41, 0, 0, 31, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0",20,0
284,N_50_PL_0.25_R_0.75_V_11,"41, 0, 0, 0, 8, 18, 26, 17, 0, 25, 12, 4, 22, 7, 15, 23, 19, 18, 4, 31, 12, 15, 0, 14, 0, 5, 18, 0, 7, 18, 0, 15, 0, 0, 35, 27, 18, 7, 21, 25, 22, 21, 0, 29, 19, 36, 17, 0, 37, 30","8, 10, 10, 17, 41, 0, 0, 0, 38, 41, 0, 0, 0, 41, 41, 0, 41, 0, 0, 41, 0, 0, 6, 0, 28, 0, 0, 9, 0, 0, 8, 0, 24, 36, 0, 0, 41, 41, 0, 41, 0, 0, 31, 0, 0, 0, 0, 28, 41, 41",1,0
285,N_50_PL_0.25_R_0.75_V_11,"41, 0, 0, 0, 8, 18, 26, 17, 0, 25, 12, 4, 22, 7, 15, 23, 19, 18, 4, 31, 12, 15, 0, 14, 0, 5, 18, 0, 7, 18, 0, 15, 0, 0, 35, 27, 18, 7, 21, 25, 22, 21, 0, 29, 19, 36, 17, 0, 37, 30","8, 10, 10, 17, 41, 0, 0, 0, 38, 41, 0, 0, 0, 41, 41, 0, 41, 0, 0, 41, 0, 0, 6, 0, 28, 0, 0, 9, 0, 0, 8, 0, 24, 36, 0, 0, 41, 41, 0, 41, 0, 0, 31, 0, 0, 0, 0, 28, 41, 41",5,0
286,N_50_PL_0.25_R_0.75_V_11,"41, 0, 0, 0, 8, 18, 26, 17, 0, 25, 12, 4, 22, 7, 15, 23, 19, 18, 4, 31, 12, 15, 0, 14, 0, 5, 18, 0, 7, 18, 0, 15, 0, 0, 35, 27, 18, 7, 21, 25, 22, 21, 0, 29, 19, 36, 17, 0, 37, 30","8, 10, 10, 17, 41, 0, 0, 0, 38, 41, 0, 0, 0, 41, 41, 0, 41, 0, 0, 41, 0, 0, 6, 0, 28, 0, 0, 9, 0, 0, 8, 0, 24, 36, 0, 0, 41, 41, 0, 41, 0, 0, 31, 0, 0, 0, 0, 28, 41, 41",10,0
287,N_50_PL_0.25_R_0.75_V_11,"41, 0, 0, 0, 8, 18, 26, 17, 0, 25, 12, 4, 22, 7, 15, 23, 19, 18, 4, 31, 12, 15, 0, 14, 0, 5, 18, 0, 7, 18, 0, 15, 0, 0, 35, 27, 18, 7, 21, 25, 22, 21, 0, 29, 19, 36, 17, 0, 37, 30","8, 10, 10, 17, 41, 0, 0, 0, 38, 41, 0, 0, 0, 41, 41, 0, 41, 0, 0, 41, 0, 0, 6, 0, 28, 0, 0, 9, 0, 0, 8, 0, 24, 36, 0, 0, 41, 41, 0, 41, 0, 0, 31, 0, 0, 0, 0, 28, 41, 41",20,0
288,N_50_PL_0.25_R_0.75_V_12,"8, 41, 28, 9, 33, 25, 1, 34, 0, 2, 8, 41, 20, 26, 5, 32, 23, 24, 11, 0, 13, 0, 25, 33, 0, 1, 10, 20, 22, 0, 8, 18, 0, 34, 31, 29, 0, 39, 0, 6, 35, 41, 0, 40, 23, 26, 41, 22, 39, 38","41, 22, 41, 0, 0, 0, 0, 0, 17, 0, 0, 8, 0, 41, 0, 0, 41, 0, 0, 26, 0, 39, 0, 0, 11, 0, 41, 0, 0, 39, 41, 0, 7, 0, 0, 0, 11, 0, 26, 0, 0, 1, 5, 0, 0, 41, 34, 0, 0, 41",1,0
289,N_50_PL_0.25_R_0.75_V_12,"8, 41, 28, 9, 33, 25, 1, 34, 0, 2, 8, 41, 20, 26, 5, 32, 23, 24, 11, 0, 13, 0, 25, 33, 0, 1, 10, 20, 22, 0, 8, 18, 0, 34, 31, 29, 0, 39, 0, 6, 35, 41, 0, 40, 23, 26, 41, 22, 39, 38","41, 22, 41, 0, 0, 0, 0, 0, 17, 0, 0, 8, 0, 41, 0, 0, 41, 0, 0, 26, 0, 39, 0, 0, 11, 0, 41, 0, 0, 39, 41, 0, 7, 0, 0, 0, 11, 0, 26, 0, 0, 1, 5, 0, 0, 41, 34, 0, 0, 41",5,0
290,N_50_PL_0.25_R_0.75_V_12,"8, 41, 28, 9, 33, 25, 1, 34, 0, 2, 8, 41, 20, 26, 5, 32, 23, 24, 11, 0, 13, 0, 25, 33, 0, 1, 10, 20, 22, 0, 8, 18, 0, 34, 31, 29, 0, 39, 0, 6, 35, 41, 0, 40, 23, 26, 41, 22, 39, 38","41, 22, 41, 0, 0, 0, 0, 0, 17, 0, 0, 8, 0, 41, 0, 0, 41, 0, 0, 26, 0, 39, 0, 0, 11, 0, 41, 0, 0, 39, 41, 0, 7, 0, 0, 0, 11, 0, 26, 0, 0, 1, 5, 0, 0, 41, 34, 0, 0, 41",10,0
291,N_50_PL_0.25_R_0.75_V_12,"8, 41, 28, 9, 33, 25, 1, 34, 0, 2, 8, 41, 20, 26, 5, 32, 23, 24, 11, 0, 13, 0, 25, 33, 0, 1, 10, 20, 22, 0, 8, 18, 0, 34, 31, 29, 0, 39, 0, 6, 35, 41, 0, 40, 23, 26, 41, 22, 39, 38","41, 22, 41, 0, 0, 0, 0, 0, 17, 0, 0, 8, 0, 41, 0, 0, 41, 0, 0, 26, 0, 39, 0, 0, 11, 0, 41, 0, 0, 39, 41, 0, 7, 0, 0, 0, 11, 0, 26, 0, 0, 1, 5, 0, 0, 41, 34, 0, 0, 41",20,0
292,N_50_PL_0.25_R_0.75_V_13,"25, 33, 28, 2, 26, 41, 26, 38, 15, 2, 33, 41, 4, 1, 34, 0, 1, 0, 36, 0, 0, 22, 23, 36, 5, 36, 35, 6, 5, 41, 4, 35, 33, 0, 36, 0, 17, 28, 5, 33, 8, 0, 16, 0, 35, 7, 18, 0, 41, 40","0, 0, 0, 0, 0, 27, 0, 41, 0, 0, 41, 38, 0, 0, 0, 9, 0, 30, 0, 34, 25, 41, 41, 0, 0, 41, 0, 0, 41, 12, 41, 0, 0, 5, 0, 26, 0, 0, 0, 0, 0, 17, 0, 19, 41, 0, 0, 36, 38, 0",1,0
293,N_50_PL_0.25_R_0.75_V_13,"25, 33, 28, 2, 26, 41, 26, 38, 15, 2, 33, 41, 4, 1, 34, 0, 1, 0, 36, 0, 0, 22, 23, 36, 5, 36, 35, 6, 5, 41, 4, 35, 33, 0, 36, 0, 17, 28, 5, 33, 8, 0, 16, 0, 35, 7, 18, 0, 41, 40","0, 0, 0, 0, 0, 27, 0, 41, 0, 0, 41, 38, 0, 0, 0, 9, 0, 30, 0, 34, 25, 41, 41, 0, 0, 41, 0, 0, 41, 12, 41, 0, 0, 5, 0, 26, 0, 0, 0, 0, 0, 17, 0, 19, 41, 0, 0, 36, 38, 0",5,0
294,N_50_PL_0.25_R_0.75_V_13,"25, 33, 28, 2, 26, 41, 26, 38, 15, 2, 33, 41, 4, 1, 34, 0, 1, 0, 36, 0, 0, 22, 23, 36, 5, 36, 35, 6, 5, 41, 4, 35, 33, 0, 36, 0, 17, 28, 5, 33, 8, 0, 16, 0, 35, 7, 18, 0, 41, 40","0, 0, 0, 0, 0, 27, 0, 41, 0, 0, 41, 38, 0, 0, 0, 9, 0, 30, 0, 34, 25, 41, 41, 0, 0, 41, 0, 0, 41, 12, 41, 0, 0, 5, 0, 26, 0, 0, 0, 0, 0, 17, 0, 19, 41, 0, 0, 36, 38, 0",10,0
295,N_50_PL_0.25_R_0.75_V_13,"25, 33, 28, 2, 26, 41, 26, 38, 15, 2, 33, 41, 4, 1, 34, 0, 1, 0, 36, 0, 0, 22, 23, 36, 5, 36, 35, 6, 5, 41, 4, 35, 33, 0, 36, 0, 17, 28, 5, 33, 8, 0, 16, 0, 35, 7, 18, 0, 41, 40","0, 0, 0, 0, 0, 27, 0, 41, 0, 0, 41, 38, 0, 0, 0, 9, 0, 30, 0, 34, 25, 41, 41, 0, 0, 41, 0, 0, 41, 12, 41, 0, 0, 5, 0, 26, 0, 0, 0, 0, 0, 17, 0, 19, 41, 0, 0, 36, 38, 0",20,0
296,N_50_PL_0.25_R_0.75_V_14,"12, 0, 40, 21, 1, 14, 17, 41, 10, 5, 0, 16, 30, 0, 28, 36, 11, 41, 0, 18, 17, 3, 0, 24, 33, 19, 6, 31, 19, 39, 24, 0, 25, 41, 40, 27, 0, 26, 0, 41, 19, 36, 38, 35, 24, 40, 24, 31, 2, 0","0, 4, 41, 0, 0, 0, 0, 7, 41, 0, 8, 0, 0, 27, 41, 0, 0, 15, 22, 0, 0, 0, 1, 0, 0, 0, 41, 0, 0, 0, 0, 20, 0, 2, 0, 0, 2, 0, 19, 29, 41, 0, 0, 41, 41, 0, 41, 0, 0, 6",1,0
297,N_50_PL_0.25_R_0.75_V_14,"12, 0, 40, 21, 1, 14, 17, 41, 10, 5, 0, 16, 30, 0, 28, 36, 11, 41, 0, 18, 17, 3, 0, 24, 33, 19, 6, 31, 19, 39, 24, 0, 25, 41, 40, 27, 0, 26, 0, 41, 19, 36, 38, 35, 24, 40, 24, 31, 2, 0","0, 4, 41, 0, 0, 0, 0, 7, 41, 0, 8, 0, 0, 27, 41, 0, 0, 15, 22, 0, 0, 0, 1, 0, 0, 0, 41, 0, 0, 0, 0, 20, 0, 2, 0, 0, 2, 0, 19, 29, 41, 0, 0, 41, 41, 0, 41, 0, 0, 6",5,0
298,N_50_PL_0.25_R_0.75_V_14,"12, 0, 40, 21, 1, 14, 17, 41, 10, 5, 0, 16, 30, 0, 28, 36, 11, 41, 0, 18, 17, 3, 0, 24, 33, 19, 6, 31, 19, 39, 24, 0, 25, 41, 40, 27, 0, 26, 0, 41, 19, 36, 38, 35, 24, 40, 24, 31, 2, 0","0, 4, 41, 0, 0, 0, 0, 7, 41, 0, 8, 0, 0, 27, 41, 0, 0, 15, 22, 0, 0, 0, 1, 0, 0, 0, 41, 0, 0, 0, 0, 20, 0, 2, 0, 0, 2, 0, 19, 29, 41, 0, 0, 41, 41, 0, 41, 0, 0, 6",10,0
299,N_50_PL_0.25_R_0.75_V_14,"12, 0, 40, 21, 1, 14, 17, 41, 10, 5, 0, 16, 30, 0, 28, 36, 11, 41, 0, 18, 17, 3, 0, 24, 33, 19, 6, 31, 19, 39, 24, 0, 25, 41, 40, 27, 0, 26, 0, 41, 19, 36, 38, 35, 24, 40, 24, 31, 2, 0","0, 4, 41, 0, 0, 0, 0, 7, 41, 0, 8, 0, 0, 27, 41, 0, 0, 15, 22, 0, 0, 0, 1, 0, 0, 0, 41, 0, 0, 0, 0, 20, 0, 2, 0, 0, 2, 0, 19, 29, 41, 0, 0, 41, 41, 0, 41, 0, 0, 6",20,0
300,N_50_PL_0.5_R_0.25_V_10,"32, 41, 0, 0, 41, 41, 41, 32, 41, 41, 41, 41, 0, 17, 41, 41, 41, 5, 0, 38, 0, 41, 0, 0, 35, 0, 41, 41, 41, 25, 0, 17, 2, 41, 41, 0, 35, 41, 0, 0, 41, 0, 41, 0, 7, 17, 0, 0, 0, 41","41, 26, 9, 4, 28, 10, 30, 41, 8, 18, 36, 29, 33, 0, 28, 6, 29, 0, 10, 0, 21, 9, 10, 16, 41, 26, 21, 13, 7, 0, 37, 0, 0, 24, 24, 20, 41, 12, 39, 35, 11, 13, 25, 16, 0, 0, 8, 9, 1, 37",1,0
301,N_50_PL_0.5_R_0.25_V_10,"32, 41, 0, 0, 41, 41, 41, 32, 41, 41, 41, 41, 0, 17, 41, 41, 41, 5, 0, 38, 0, 41, 0, 0, 35, 0, 41, 41, 41, 25, 0, 17, 2, 41, 41, 0, 35, 41, 0, 0, 41, 0, 41, 0, 7, 17, 0, 0, 0, 41","41, 26, 9, 4, 28, 10, 30, 41, 8, 18, 36, 29, 33, 0, 28, 6, 29, 0, 10, 0, 21, 9, 10, 16, 41, 26, 21, 13, 7, 0, 37, 0, 0, 24, 24, 20, 41, 12, 39, 35, 11, 13, 25, 16, 0, 0, 8, 9, 1, 37",5,0
302,N_50_PL_0.5_R_0.25_V_10,"32, 41, 0, 0, 41, 41, 41, 32, 41, 41, 41, 41, 0, 17, 41, 41, 41, 5, 0, 38, 0, 41, 0, 0, 35, 0, 41, 41, 41, 25, 0, 17, 2, 41, 41, 0, 35, 41, 0, 0, 41, 0, 41, 0, 7, 17, 0, 0, 0, 41","41, 26, 9, 4, 28, 10, 30, 41, 8, 18, 36, 29, 33, 0, 28, 6, 29, 0, 10, 0, 21, 9, 10, 16, 41, 26, 21, 13, 7, 0, 37, 0, 0, 24, 24, 20, 41, 12, 39, 35, 11, 13, 25, 16, 0, 0, 8, 9, 1, 37",10,0
303,N_50_PL_0.5_R_0.25_V_10,"32, 41, 0, 0, 41, 41, 41, 32, 41, 41, 41, 41, 0, 17, 41, 41, 41, 5, 0, 38, 0, 41, 0, 0, 35, 0, 41, 41, 41, 25, 0, 17, 2, 41, 41, 0, 35, 41, 0, 0, 41, 0, 41, 0, 7, 17, 0, 0, 0, 41","41, 26, 9, 4, 28, 10, 30, 41, 8, 18, 36, 29, 33, 0, 28, 6, 29, 0, 10, 0, 21, 9, 10, 16, 41, 26, 21, 13, 7, 0, 37, 0, 0, 24, 24, 20, 41, 12, 39, 35, 11, 13, 25, 16, 0, 0, 8, 9, 1, 37",20,0
304,N_50_PL_0.5_R_0.25_V_11,"41, 36, 41, 41, 0, 41, 41, 0, 41, 0, 41, 41, 0, 0, 40, 41, 0, 0, 41, 0, 3, 13, 32, 0, 41, 0, 30, 41, 34, 0, 0, 41, 41, 0, 0, 41, 41, 0, 41, 0, 0, 35, 6, 0, 41, 41, 32, 31, 0, 5","38, 0, 17, 25, 18, 27, 30, 14, 6, 7, 35, 39, 16, 26, 41, 9, 6, 26, 20, 10, 41, 41, 41, 33, 1, 1, 41, 21, 0, 7, 36, 20, 32, 8, 12, 30, 32, 8, 2, 5, 2, 41, 0, 39, 7, 36, 0, 0, 26, 0",1,0
305,N_50_PL_0.5_R_0.25_V_11,"41, 36, 41, 41, 0, 41, 41, 0, 41, 0, 41, 41, 0, 0, 40, 41, 0, 0, 41, 0, 3, 13, 32, 0, 41, 0, 30, 41, 34, 0, 0, 41, 41, 0, 0, 41, 41, 0, 41, 0, 0, 35, 6, 0, 41, 41, 32, 31, 0, 5","38, 0, 17, 25, 18, 27, 30, 14, 6, 7, 35, 39, 16, 26, 41, 9, 6, 26, 20, 10, 41, 41, 41, 33, 1, 1, 41, 21, 0, 7, 36, 20, 32, 8, 12, 30, 32, 8, 2, 5, 2, 41, 0, 39, 7, 36, 0, 0, 26, 0",5,0
306,N_50_PL_0.5_R_0.25_V_11,"41, 36, 41, 41, 0, 41, 41, 0, 41, 0, 41, 41, 0, 0, 40, 41, 0, 0, 41, 0, 3, 13, 32, 0, 41, 0, 30, 41, 34, 0, 0, 41, 41, 0, 0, 41, 41, 0, 41, 0, 0, 35, 6, 0, 41, 41, 32, 31, 0, 5","38, 0, 17, 25, 18, 27, 30, 14, 6, 7, 35, 39, 16, 26, 41, 9, 6, 26, 20, 10, 41, 41, 41, 33, 1, 1, 41, 21, 0, 7, 36, 20, 32, 8, 12, 30, 32, 8, 2, 5, 2, 41, 0, 39, 7, 36, 0, 0, 26, 0",10,0
307,N_50_PL_0.5_R_0.25_V_11,"41, 36, 41, 41, 0, 41, 41, 0, 41, 0, 41, 41, 0, 0, 40, 41, 0, 0, 41, 0, 3, 13, 32, 0, 41, 0, 30, 41, 34, 0, 0, 41, 41, 0, 0, 41, 41, 0, 41, 0, 0, 35, 6, 0, 41, 41, 32, 31, 0, 5","38, 0, 17, 25, 18, 27, 30, 14, 6, 7, 35, 39, 16, 26, 41, 9, 6, 26, 20, 10, 41, 41, 41, 33, 1, 1, 41, 21, 0, 7, 36, 20, 32, 8, 12, 30, 32, 8, 2, 5, 2, 41, 0, 39, 7, 36, 0, 0, 26, 0",20,0
308,N_50_PL_0.5_R_0.25_V_12,"0, 29, 30, 0, 41, 9, 41, 41, 27, 0, 41, 3, 15, 10, 41, 0, 41, 0, 41, 41, 11, 38, 0, 0, 41, 0, 41, 41, 41, 0, 0, 11, 0, 0, 41, 41, 41, 25, 0, 0, 0, 0, 41, 21, 0, 41, 41, 0, 41, 0","24, 41, 0, 37, 23, 41, 6, 14, 0, 22, 39, 41, 41, 41, 32, 24, 38, 33, 7, 29, 0, 41, 37, 30, 23, 15, 40, 31, 10, 17, 27, 0, 27, 5, 27, 4, 40, 0, 7, 19, 26, 32, 13, 0, 10, 26, 35, 37, 10, 4",1,0
309,N_50_PL_0.5_R_0.25_V_12,"0, 29, 30, 0, 41, 9, 41, 41, 27, 0, 41, 3, 15, 10, 41, 0, 41, 0, 41, 41, 11, 38, 0, 0, 41, 0, 41, 41, 41, 0, 0, 11, 0, 0, 41, 41, 41, 25, 0, 0, 0, 0, 41, 21, 0, 41, 41, 0, 41, 0","24, 41, 0, 37, 23, 41, 6, 14, 0, 22, 39, 41, 41, 41, 32, 24, 38, 33, 7, 29, 0, 41, 37, 30, 23, 15, 40, 31, 10, 17, 27, 0, 27, 5, 27, 4, 40, 0, 7, 19, 26, 32, 13, 0, 10, 26, 35, 37, 10, 4",5,0
310,N_50_PL_0.5_R_0.25_V_12,"0, 29, 30, 0, 41, 9, 41, 41, 27, 0, 41, 3, 15, 10, 41, 0, 41, 0, 41, 41, 11, 38, 0, 0, 41, 0, 41, 41, 41, 0, 0, 11, 0, 0, 41, 41, 41, 25, 0, 0, 0, 0, 41, 21, 0, 41, 41, 0, 41, 0","24, 41, 0, 37, 23, 41, 6, 14, 0, 22, 39, 41, 41, 41, 32, 24, 38, 33, 7, 29, 0, 41, 37, 30, 23, 15, 40, 31, 10, 17, 27, 0, 27, 5, 27, 4, 40, 0, 7, 19, 26, 32, 13, 0, 10, 26, 35, 37, 10, 4",10,0
311,N_50_PL_0.5_R_0.25_V_12,"0, 29, 30, 0, 41, 9, 41, 41, 27, 0, 41, 3, 15, 10, 41, 0, 41, 0, 41, 41, 11, 38, 0, 0, 41, 0, 41, 41, 41, 0, 0, 11, 0, 0, 41, 41, 41, 25, 0, 0, 0, 0, 41, 21, 0, 41, 41, 0, 41, 0","24, 41, 0, 37, 23, 41, 6, 14, 0, 22, 39, 41, 41, 41, 32, 24, 38, 33, 7, 29, 0, 41, 37, 30, 23, 15, 40, 31, 10, 17, 27, 0, 27, 5, 27, 4, 40, 0, 7, 19, 26, 32, 13, 0, 10, 26, 35, 37, 10, 4",20,0
312,N_50_PL_0.5_R_0.25_V_13,"0, 41, 0, 41, 0, 0, 41, 41, 0, 41, 3, 41, 41, 0, 20, 21, 30, 0, 0, 0, 28, 0, 41, 41, 41, 0, 41, 41, 0, 0, 41, 0, 0, 19, 41, 28, 41, 16, 41, 35, 41, 39, 41, 0, 41, 41, 0, 21, 41, 8","26, 35, 35, 17, 30, 5, 26, 21, 10, 29, 0, 5, 12, 30, 41, 41, 0, 18, 12, 4, 41, 5, 37, 25, 23, 4, 22, 13, 8, 32, 24, 34, 1, 0, 6, 0, 31, 41, 15, 0, 38, 0, 39, 38, 35, 32, 34, 0, 37, 0",1,0
